country,ccode,region,ageBucket,arrival,familyStatus,gender,gpi,hdi,count
Tajikistan,tjk,Central Asia,18-29,2-2016,S,M,2.293,0.647,1
Tajikistan,tjk,Central Asia,18-29,10-2016,F,M,2.293,0.647,2
Tajikistan,tjk,Central Asia,18-29,10-2016,F,F,2.293,0.647,1
Tajikistan,tjk,Central Asia,18-29,10-2016,S,M,2.293,0.647,1
Tajikistan,tjk,Central Asia,18-29,1-2017,F,M,2.263,0.65,2
Tajikistan,tjk,Central Asia,18-29,1-2017,F,F,2.263,0.65,2
Tajikistan,tjk,Central Asia,18-29,8-2016,S,M,2.293,0.647,3
Tajikistan,tjk,Central Asia,18-29,3-2018,F,M,2.266,0.65,1
Tajikistan,tjk,Central Asia,18-29,3-2018,F,F,2.266,0.65,1
Tajikistan,tjk,Central Asia,18-29,3-2018,S,F,2.266,0.65,1
Tajikistan,tjk,Central Asia,18-29,8-2017,F,M,2.263,0.65,1
Tajikistan,tjk,Central Asia,18-29,8-2017,F,F,2.263,0.65,1
Tajikistan,tjk,Central Asia,18-29,8-2017,S,M,2.263,0.65,2
Tajikistan,tjk,Central Asia,18-29,7-2015,F,M,2.152,0.645,1
Tajikistan,tjk,Central Asia,18-29,7-2015,S,M,2.152,0.645,2
Tajikistan,tjk,Central Asia,18-29,10-2017,F,F,2.263,0.65,1
Tajikistan,tjk,Central Asia,18-29,9-2015,S,M,2.152,0.645,1
Tajikistan,tjk,Central Asia,18-29,12-2018,F,M,2.266,0.65,1
Tajikistan,tjk,Central Asia,18-29,12-2018,F,F,2.266,0.65,1
Tajikistan,tjk,Central Asia,18-29,11-2017,S,F,2.263,0.65,1
Tajikistan,tjk,Central Asia,18-29,3-2016,S,M,2.293,0.647,1
Tajikistan,tjk,Central Asia,18-29,3-2016,S,F,2.293,0.647,1
Tajikistan,tjk,Central Asia,18-29,5-2017,S,M,2.263,0.65,1
Tajikistan,tjk,Central Asia,18-29,5-2017,S,F,2.263,0.65,1
Tajikistan,tjk,Central Asia,0-8,2-2015,F,M,2.152,0.645,1
Tajikistan,tjk,Central Asia,0-8,2-2015,F,F,2.152,0.645,1
Tajikistan,tjk,Central Asia,0-8,2-2015,S,M,2.152,0.645,1
Tajikistan,tjk,Central Asia,0-8,7-2015,F,M,2.152,0.645,1
Tajikistan,tjk,Central Asia,0-8,5-2016,F,M,2.293,0.647,2
Tajikistan,tjk,Central Asia,0-8,5-2016,F,F,2.293,0.647,2
Tajikistan,tjk,Central Asia,0-8,6-2018,F,M,2.266,0.65,3
Tajikistan,tjk,Central Asia,0-8,6-2018,F,F,2.266,0.65,1
Tajikistan,tjk,Central Asia,0-8,1-2015,S,F,2.152,0.645,1
Tajikistan,tjk,Central Asia,0-8,7-2017,F,M,2.263,0.65,1
Tajikistan,tjk,Central Asia,0-8,7-2017,F,F,2.263,0.65,1
Tajikistan,tjk,Central Asia,0-8,6-2017,S,F,2.263,0.65,1
Tajikistan,tjk,Central Asia,0-8,12-2015,S,M,2.152,0.645,1
Tajikistan,tjk,Central Asia,0-8,1-2017,F,M,2.263,0.65,1
Tajikistan,tjk,Central Asia,0-8,1-2017,F,F,2.263,0.65,2
Tajikistan,tjk,Central Asia,0-8,8-2018,F,M,2.266,0.65,2
Tajikistan,tjk,Central Asia,0-8,3-2018,F,M,2.266,0.65,1
Tajikistan,tjk,Central Asia,0-8,12-2016,F,M,2.293,0.647,1
Tajikistan,tjk,Central Asia,0-8,5-2018,S,M,2.266,0.65,1
Tajikistan,tjk,Central Asia,0-8,12-2018,F,M,2.266,0.65,1
Tajikistan,tjk,Central Asia,0-8,10-2017,F,F,2.263,0.65,1
Tajikistan,tjk,Central Asia,0-8,2-2018,S,M,2.266,0.65,1
Tajikistan,tjk,Central Asia,0-8,11-2018,S,M,2.266,0.65,1
Tajikistan,tjk,Central Asia,0-8,7-2016,F,M,2.293,0.647,1
Tajikistan,tjk,Central Asia,0-8,3-2017,F,M,2.263,0.65,1
Tajikistan,tjk,Central Asia,0-8,10-2016,F,M,2.293,0.647,2
Tajikistan,tjk,Central Asia,0-8,11-2017,S,F,2.263,0.65,1
Tajikistan,tjk,Central Asia,50-69,2-2017,F,M,2.263,0.65,1
Tajikistan,tjk,Central Asia,50-69,2-2017,F,F,2.263,0.65,1
Tajikistan,tjk,Central Asia,50-69,10-2015,F,M,2.152,0.645,1
Tajikistan,tjk,Central Asia,50-69,8-2017,F,M,2.263,0.65,1
Tajikistan,tjk,Central Asia,50-69,8-2017,F,F,2.263,0.65,1
Tajikistan,tjk,Central Asia,50-69,6-2018,F,M,2.266,0.65,1
Tajikistan,tjk,Central Asia,50-69,6-2018,F,F,2.266,0.65,1
Tajikistan,tjk,Central Asia,50-69,9-2015,F,M,2.152,0.645,1
Tajikistan,tjk,Central Asia,50-69,7-2017,F,M,2.263,0.65,1
Tajikistan,tjk,Central Asia,50-69,10-2018,F,M,2.266,0.65,1
Tajikistan,tjk,Central Asia,30-49,10-2015,F,M,2.152,0.645,1
Tajikistan,tjk,Central Asia,30-49,10-2015,F,F,2.152,0.645,1
Tajikistan,tjk,Central Asia,30-49,10-2015,S,M,2.152,0.645,1
Tajikistan,tjk,Central Asia,30-49,6-2016,S,F,2.293,0.647,1
Tajikistan,tjk,Central Asia,30-49,5-2016,F,F,2.293,0.647,1
Tajikistan,tjk,Central Asia,30-49,5-2016,S,M,2.293,0.647,1
Tajikistan,tjk,Central Asia,30-49,5-2016,S,F,2.293,0.647,1
Tajikistan,tjk,Central Asia,30-49,12-2017,S,F,2.263,0.65,1
Tajikistan,tjk,Central Asia,30-49,7-2018,S,F,2.266,0.65,1
Tajikistan,tjk,Central Asia,30-49,7-2017,F,M,2.263,0.65,2
Tajikistan,tjk,Central Asia,30-49,7-2017,F,F,2.263,0.65,1
Tajikistan,tjk,Central Asia,30-49,7-2017,S,M,2.263,0.65,2
Tajikistan,tjk,Central Asia,30-49,4-2015,F,F,2.152,0.645,1
Tajikistan,tjk,Central Asia,30-49,4-2015,S,M,2.152,0.645,1
Tajikistan,tjk,Central Asia,30-49,4-2016,F,F,2.293,0.647,1
Tajikistan,tjk,Central Asia,30-49,4-2016,S,M,2.293,0.647,1
Tajikistan,tjk,Central Asia,30-49,4-2016,S,F,2.293,0.647,2
Tajikistan,tjk,Central Asia,30-49,10-2018,F,M,2.266,0.65,1
Tajikistan,tjk,Central Asia,30-49,10-2018,F,F,2.266,0.65,1
Tajikistan,tjk,Central Asia,30-49,8-2018,S,F,2.266,0.65,1
Tajikistan,tjk,Central Asia,30-49,7-2016,F,M,2.293,0.647,2
Tajikistan,tjk,Central Asia,30-49,7-2016,F,F,2.293,0.647,2
Tajikistan,tjk,Central Asia,30-49,7-2016,S,F,2.293,0.647,1
Tajikistan,tjk,Central Asia,30-49,6-2018,S,M,2.266,0.65,2
Tajikistan,tjk,Central Asia,30-49,12-2018,S,M,2.266,0.65,1
Tajikistan,tjk,Central Asia,30-49,8-2015,S,F,2.152,0.645,1
Tajikistan,tjk,Central Asia,30-49,6-2015,S,M,2.152,0.645,1
Tajikistan,tjk,Central Asia,30-49,1-2018,S,M,2.266,0.65,2
Tajikistan,tjk,Central Asia,30-49,1-2018,S,F,2.266,0.65,1
Tajikistan,tjk,Central Asia,30-49,2-2015,F,M,2.152,0.645,2
Tajikistan,tjk,Central Asia,30-49,2-2015,F,F,2.152,0.645,1
Tajikistan,tjk,Central Asia,30-49,4-2018,S,M,2.266,0.65,1
Tajikistan,tjk,Central Asia,30-49,12-2016,F,M,2.293,0.647,1
Tajikistan,tjk,Central Asia,30-49,2-2016,S,F,2.293,0.647,1
Tajikistan,tjk,Central Asia,30-49,1-2017,F,M,2.263,0.65,1
Tajikistan,tjk,Central Asia,30-49,1-2017,F,F,2.263,0.65,1
Tajikistan,tjk,Central Asia,30-49,2-2018,S,M,2.266,0.65,1
Tajikistan,tjk,Central Asia,30-49,2-2018,S,F,2.266,0.65,1
Tajikistan,tjk,Central Asia,30-49,3-2018,S,F,2.266,0.65,1
Tajikistan,tjk,Central Asia,30-49,8-2017,S,M,2.263,0.65,1
Tajikistan,tjk,Central Asia,30-49,8-2017,S,F,2.263,0.65,1
Tajikistan,tjk,Central Asia,30-49,5-2018,S,M,2.266,0.65,1
Tajikistan,tjk,Central Asia,30-49,10-2017,S,M,2.263,0.65,1
Tajikistan,tjk,Central Asia,30-49,9-2015,F,F,2.152,0.645,1
Tajikistan,tjk,Central Asia,30-49,1-2015,F,M,2.152,0.645,1
Tajikistan,tjk,Central Asia,30-49,1-2015,S,M,2.152,0.645,1
Tajikistan,tjk,Central Asia,30-49,3-2017,F,M,2.263,0.65,1
Tajikistan,tjk,Central Asia,30-49,3-2017,F,F,2.263,0.65,1
Tajikistan,tjk,Central Asia,30-49,3-2017,S,F,2.263,0.65,1
Tajikistan,tjk,Central Asia,30-49,6-2017,F,M,2.263,0.65,1
Tajikistan,tjk,Central Asia,30-49,6-2017,F,F,2.263,0.65,1
Tajikistan,tjk,Central Asia,30-49,5-2017,S,F,2.263,0.65,1
Zambia,zmb,Eastern Africa,9-17,12-2016,S,M,1.783,0.586,1
Zambia,zmb,Eastern Africa,9-17,7-2016,S,F,1.783,0.586,1
Zambia,zmb,Eastern Africa,18-29,5-2018,S,M,1.822,0.588,1
Zambia,zmb,Eastern Africa,18-29,9-2018,S,F,1.822,0.588,1
Zambia,zmb,Eastern Africa,18-29,7-2015,S,M,1.846,0.583,1
Zambia,zmb,Eastern Africa,18-29,10-2018,S,F,1.822,0.588,1
Zambia,zmb,Eastern Africa,0-8,1-2017,S,F,1.786,0.588,1
Zambia,zmb,Eastern Africa,0-8,4-2017,S,M,1.786,0.588,1
Zambia,zmb,Eastern Africa,50-69,9-2017,F,F,1.786,0.588,1
Zambia,zmb,Eastern Africa,30-49,11-2017,S,F,1.786,0.588,1
Zambia,zmb,Eastern Africa,30-49,7-2015,F,M,1.846,0.583,1
Zambia,zmb,Eastern Africa,30-49,7-2015,F,F,1.846,0.583,1
Zambia,zmb,Eastern Africa,30-49,9-2017,F,M,1.786,0.588,1
Malawi,mwi,Eastern Africa,9-17,2-2015,S,M,1.814,0.47,1
Malawi,mwi,Eastern Africa,9-17,4-2018,F,M,1.811,0.477,3
Malawi,mwi,Eastern Africa,9-17,4-2018,S,M,1.811,0.477,1
Malawi,mwi,Eastern Africa,9-17,5-2018,F,F,1.811,0.477,1
Malawi,mwi,Eastern Africa,9-17,11-2016,S,M,1.817,0.474,1
Malawi,mwi,Eastern Africa,9-17,9-2015,S,F,1.814,0.47,1
Malawi,mwi,Eastern Africa,9-17,3-2015,S,M,1.814,0.47,2
Malawi,mwi,Eastern Africa,9-17,4-2015,F,M,1.814,0.47,1
Malawi,mwi,Eastern Africa,9-17,4-2015,F,F,1.814,0.47,1
Malawi,mwi,Eastern Africa,9-17,7-2017,S,M,1.825,0.477,2
Malawi,mwi,Eastern Africa,9-17,8-2017,F,F,1.825,0.477,2
Malawi,mwi,Eastern Africa,9-17,8-2017,S,M,1.825,0.477,1
Malawi,mwi,Eastern Africa,9-17,9-2018,F,M,1.811,0.477,5
Malawi,mwi,Eastern Africa,9-17,9-2018,F,F,1.811,0.477,2
Malawi,mwi,Eastern Africa,9-17,9-2018,S,M,1.811,0.477,1
Malawi,mwi,Eastern Africa,9-17,1-2018,S,M,1.811,0.477,1
Malawi,mwi,Eastern Africa,9-17,1-2018,S,F,1.811,0.477,1
Malawi,mwi,Eastern Africa,18-29,4-2018,F,M,1.811,0.477,1
Malawi,mwi,Eastern Africa,18-29,4-2018,F,F,1.811,0.477,1
Malawi,mwi,Eastern Africa,18-29,4-2018,S,F,1.811,0.477,2
Malawi,mwi,Eastern Africa,18-29,3-2016,S,M,1.817,0.474,1
Malawi,mwi,Eastern Africa,18-29,12-2016,S,M,1.817,0.474,1
Malawi,mwi,Eastern Africa,18-29,7-2016,S,M,1.817,0.474,2
Malawi,mwi,Eastern Africa,18-29,7-2018,S,M,1.811,0.477,1
Malawi,mwi,Eastern Africa,18-29,7-2018,S,F,1.811,0.477,2
Malawi,mwi,Eastern Africa,18-29,10-2016,S,F,1.817,0.474,2
Malawi,mwi,Eastern Africa,18-29,12-2015,S,M,1.814,0.47,2
Malawi,mwi,Eastern Africa,18-29,8-2016,S,M,1.817,0.474,3
Malawi,mwi,Eastern Africa,18-29,9-2016,S,M,1.817,0.474,1
Malawi,mwi,Eastern Africa,18-29,6-2016,S,M,1.817,0.474,2
Malawi,mwi,Eastern Africa,18-29,5-2018,S,M,1.811,0.477,1
Malawi,mwi,Eastern Africa,18-29,5-2018,S,F,1.811,0.477,1
Malawi,mwi,Eastern Africa,18-29,4-2017,S,M,1.825,0.477,1
Malawi,mwi,Eastern Africa,18-29,6-2018,S,M,1.811,0.477,1
Malawi,mwi,Eastern Africa,18-29,12-2017,S,M,1.825,0.477,1
Malawi,mwi,Eastern Africa,18-29,8-2015,S,M,1.814,0.47,1
Malawi,mwi,Eastern Africa,18-29,8-2015,S,F,1.814,0.47,1
Malawi,mwi,Eastern Africa,18-29,11-2015,S,M,1.814,0.47,2
Malawi,mwi,Eastern Africa,18-29,4-2015,F,M,1.814,0.47,1
Malawi,mwi,Eastern Africa,18-29,4-2015,S,M,1.814,0.47,2
Malawi,mwi,Eastern Africa,18-29,5-2017,S,M,1.825,0.477,2
Malawi,mwi,Eastern Africa,0-8,4-2018,F,F,1.811,0.477,3
Malawi,mwi,Eastern Africa,0-8,9-2018,F,M,1.811,0.477,1
Malawi,mwi,Eastern Africa,0-8,9-2018,F,F,1.811,0.477,2
Malawi,mwi,Eastern Africa,0-8,3-2017,S,M,1.825,0.477,1
Malawi,mwi,Eastern Africa,0-8,7-2017,S,M,1.825,0.477,1
Malawi,mwi,Eastern Africa,0-8,8-2017,F,M,1.825,0.477,1
Malawi,mwi,Eastern Africa,0-8,8-2017,F,F,1.825,0.477,2
Malawi,mwi,Eastern Africa,0-8,4-2015,F,M,1.814,0.47,1
Malawi,mwi,Eastern Africa,30-49,10-2015,F,M,1.814,0.47,1
Malawi,mwi,Eastern Africa,30-49,10-2015,S,M,1.814,0.47,1
Malawi,mwi,Eastern Africa,30-49,4-2018,F,M,1.811,0.477,1
Malawi,mwi,Eastern Africa,30-49,4-2018,F,F,1.811,0.477,1
Malawi,mwi,Eastern Africa,30-49,4-2018,S,F,1.811,0.477,1
Malawi,mwi,Eastern Africa,30-49,9-2017,S,M,1.825,0.477,1
Malawi,mwi,Eastern Africa,30-49,2-2016,F,M,1.817,0.474,1
Malawi,mwi,Eastern Africa,30-49,2-2016,F,F,1.817,0.474,1
Malawi,mwi,Eastern Africa,30-49,7-2018,S,M,1.811,0.477,1
Malawi,mwi,Eastern Africa,30-49,4-2015,F,M,1.814,0.47,1
Malawi,mwi,Eastern Africa,30-49,4-2015,F,F,1.814,0.47,1
Malawi,mwi,Eastern Africa,30-49,4-2015,S,M,1.814,0.47,1
Malawi,mwi,Eastern Africa,30-49,7-2017,S,M,1.825,0.477,1
Malawi,mwi,Eastern Africa,30-49,9-2018,F,M,1.811,0.477,2
Malawi,mwi,Eastern Africa,30-49,9-2018,F,F,1.811,0.477,2
Malawi,mwi,Eastern Africa,30-49,9-2018,S,F,1.811,0.477,1
Malawi,mwi,Eastern Africa,30-49,8-2018,S,M,1.811,0.477,1
Malawi,mwi,Eastern Africa,30-49,8-2017,F,M,1.825,0.477,2
Malawi,mwi,Eastern Africa,30-49,8-2017,F,F,1.825,0.477,2
Malawi,mwi,Eastern Africa,30-49,8-2017,S,F,1.825,0.477,1
Malawi,mwi,Eastern Africa,30-49,5-2018,F,M,1.811,0.477,1
Malawi,mwi,Eastern Africa,30-49,5-2018,S,M,1.811,0.477,2
Malawi,mwi,Eastern Africa,30-49,9-2016,S,M,1.817,0.474,1
Malawi,mwi,Eastern Africa,30-49,11-2018,S,M,1.811,0.477,1
Malawi,mwi,Eastern Africa,30-49,6-2017,S,M,1.825,0.477,1
Malawi,mwi,Eastern Africa,30-49,5-2017,S,M,1.825,0.477,2
Malawi,mwi,Eastern Africa,30-49,5-2017,S,F,1.825,0.477,1
Malawi,mwi,Eastern Africa,30-49,1-2018,S,M,1.811,0.477,1
Malawi,mwi,Eastern Africa,30-49,1-2018,S,F,1.811,0.477,1
Kyrgyzstan,kgz,Central Asia,9-17,8-2017,S,M,2.21612,0.672,1
Kyrgyzstan,kgz,Central Asia,18-29,10-2015,S,M,2.249,0.666,1
Cote d'Ivoire,civ,Western Africa,70+,1-2015,F,M,2.133,0.478,1
Cote d'Ivoire,civ,Western Africa,9-17,2-2017,S,M,2.307,0.492,1
Cote d'Ivoire,civ,Western Africa,9-17,5-2016,S,F,2.279,0.486,1
Cote d'Ivoire,civ,Western Africa,9-17,11-2016,S,F,2.279,0.486,2
Cote d'Ivoire,civ,Western Africa,9-17,5-2015,F,F,2.133,0.478,1
Cote d'Ivoire,civ,Western Africa,9-17,7-2018,F,M,2.207,0.492,1
Cote d'Ivoire,civ,Western Africa,9-17,6-2015,S,M,2.133,0.478,1
Cote d'Ivoire,civ,Western Africa,9-17,4-2016,S,M,2.279,0.486,1
Cote d'Ivoire,civ,Western Africa,9-17,10-2018,S,F,2.207,0.492,1
Cote d'Ivoire,civ,Western Africa,9-17,3-2016,S,M,2.279,0.486,1
Cote d'Ivoire,civ,Western Africa,18-29,6-2017,S,M,2.307,0.492,2
Cote d'Ivoire,civ,Western Africa,18-29,7-2016,S,M,2.279,0.486,1
Cote d'Ivoire,civ,Western Africa,18-29,11-2017,S,M,2.307,0.492,1
Cote d'Ivoire,civ,Western Africa,18-29,10-2017,S,M,2.307,0.492,1
Cote d'Ivoire,civ,Western Africa,0-8,5-2018,S,F,2.207,0.492,1
Cote d'Ivoire,civ,Western Africa,0-8,6-2016,S,M,2.279,0.486,1
Cote d'Ivoire,civ,Western Africa,0-8,1-2015,F,M,2.133,0.478,2
Cote d'Ivoire,civ,Western Africa,0-8,5-2015,F,M,2.133,0.478,1
Cote d'Ivoire,civ,Western Africa,0-8,5-2015,F,F,2.133,0.478,1
Cote d'Ivoire,civ,Western Africa,30-49,4-2018,F,M,2.207,0.492,1
Cote d'Ivoire,civ,Western Africa,30-49,4-2018,F,F,2.207,0.492,1
Cote d'Ivoire,civ,Western Africa,30-49,6-2016,S,F,2.279,0.486,2
Cote d'Ivoire,civ,Western Africa,30-49,1-2015,F,M,2.133,0.478,2
Cote d'Ivoire,civ,Western Africa,30-49,1-2015,F,F,2.133,0.478,1
Cote d'Ivoire,civ,Western Africa,30-49,9-2016,S,M,2.279,0.486,1
Cote d'Ivoire,civ,Western Africa,30-49,5-2015,F,M,2.133,0.478,1
Cote d'Ivoire,civ,Western Africa,30-49,5-2015,F,F,2.133,0.478,1
Cote d'Ivoire,civ,Western Africa,30-49,7-2018,F,M,2.207,0.492,1
Cote d'Ivoire,civ,Western Africa,30-49,7-2018,F,F,2.207,0.492,1
Cote d'Ivoire,civ,Western Africa,30-49,10-2016,S,M,2.279,0.486,1
Cote d'Ivoire,civ,Western Africa,30-49,10-2016,S,F,2.279,0.486,1
Cote d'Ivoire,civ,Western Africa,30-49,8-2017,S,M,2.307,0.492,2
Cote d'Ivoire,civ,Western Africa,30-49,5-2017,F,M,2.307,0.492,1
Cote d'Ivoire,civ,Western Africa,30-49,5-2017,F,F,2.307,0.492,1
Uzbekistan,uzb,Central Asia,18-29,6-2016,S,M,2.216,0.703,1
Uzbekistan,uzb,Central Asia,18-29,6-2016,S,F,2.216,0.703,1
Uzbekistan,uzb,Central Asia,18-29,5-2016,S,M,2.216,0.703,1
Uzbekistan,uzb,Central Asia,18-29,9-2017,S,M,2.132,0.71,1
Uzbekistan,uzb,Central Asia,18-29,7-2018,F,M,2.144,0.71,1
Uzbekistan,uzb,Central Asia,18-29,7-2018,F,F,2.144,0.71,1
Uzbekistan,uzb,Central Asia,18-29,7-2018,S,M,2.144,0.71,2
Uzbekistan,uzb,Central Asia,18-29,1-2017,S,M,2.132,0.71,2
Uzbekistan,uzb,Central Asia,18-29,6-2017,F,M,2.132,0.71,1
Uzbekistan,uzb,Central Asia,18-29,6-2017,F,F,2.132,0.71,2
Uzbekistan,uzb,Central Asia,18-29,6-2017,S,M,2.132,0.71,3
Uzbekistan,uzb,Central Asia,18-29,6-2017,S,F,2.132,0.71,1
Uzbekistan,uzb,Central Asia,18-29,12-2015,S,M,2.187,0.698,1
Uzbekistan,uzb,Central Asia,18-29,12-2015,S,F,2.187,0.698,1
Uzbekistan,uzb,Central Asia,18-29,2-2016,F,M,2.216,0.703,1
Uzbekistan,uzb,Central Asia,18-29,2-2016,F,F,2.216,0.703,1
Uzbekistan,uzb,Central Asia,18-29,2-2016,S,M,2.216,0.703,1
Uzbekistan,uzb,Central Asia,18-29,2-2016,S,F,2.216,0.703,2
Uzbekistan,uzb,Central Asia,18-29,10-2018,F,F,2.144,0.71,1
Uzbekistan,uzb,Central Asia,18-29,10-2018,S,M,2.144,0.71,1
Uzbekistan,uzb,Central Asia,18-29,8-2018,S,M,2.144,0.71,1
Uzbekistan,uzb,Central Asia,18-29,8-2018,S,F,2.144,0.71,1
Uzbekistan,uzb,Central Asia,18-29,3-2015,S,M,2.187,0.698,1
Uzbekistan,uzb,Central Asia,18-29,9-2016,S,M,2.216,0.703,1
Uzbekistan,uzb,Central Asia,18-29,7-2016,S,M,2.216,0.703,2
Uzbekistan,uzb,Central Asia,18-29,7-2016,S,F,2.216,0.703,1
Uzbekistan,uzb,Central Asia,18-29,4-2017,S,M,2.132,0.71,1
Uzbekistan,uzb,Central Asia,18-29,6-2018,S,F,2.144,0.71,2
Uzbekistan,uzb,Central Asia,18-29,2-2018,S,M,2.144,0.71,1
Uzbekistan,uzb,Central Asia,18-29,1-2016,F,F,2.216,0.703,1
Uzbekistan,uzb,Central Asia,18-29,1-2016,S,M,2.216,0.703,1
Uzbekistan,uzb,Central Asia,18-29,8-2015,S,M,2.187,0.698,1
Uzbekistan,uzb,Central Asia,18-29,8-2015,S,F,2.187,0.698,1
Uzbekistan,uzb,Central Asia,18-29,6-2015,S,M,2.187,0.698,2
Uzbekistan,uzb,Central Asia,18-29,6-2015,S,F,2.187,0.698,2
Uzbekistan,uzb,Central Asia,18-29,4-2015,S,M,2.187,0.698,1
Uzbekistan,uzb,Central Asia,18-29,1-2018,S,M,2.144,0.71,1
Uzbekistan,uzb,Central Asia,18-29,2-2015,F,M,2.187,0.698,1
Uzbekistan,uzb,Central Asia,18-29,9-2018,S,M,2.144,0.71,2
Uzbekistan,uzb,Central Asia,18-29,12-2016,S,F,2.216,0.703,1
Uzbekistan,uzb,Central Asia,18-29,11-2016,S,M,2.216,0.703,1
Uzbekistan,uzb,Central Asia,18-29,11-2016,S,F,2.216,0.703,1
Uzbekistan,uzb,Central Asia,18-29,5-2015,S,M,2.187,0.698,3
Uzbekistan,uzb,Central Asia,18-29,10-2016,S,M,2.216,0.703,1
Uzbekistan,uzb,Central Asia,18-29,7-2017,S,M,2.132,0.71,1
Uzbekistan,uzb,Central Asia,18-29,4-2018,S,F,2.144,0.71,1
Uzbekistan,uzb,Central Asia,18-29,4-2016,S,M,2.216,0.703,2
Uzbekistan,uzb,Central Asia,18-29,8-2016,S,M,2.216,0.703,3
Uzbekistan,uzb,Central Asia,18-29,8-2016,S,F,2.216,0.703,1
Uzbekistan,uzb,Central Asia,18-29,3-2018,S,F,2.144,0.71,1
Uzbekistan,uzb,Central Asia,18-29,8-2017,F,M,2.132,0.71,1
Uzbekistan,uzb,Central Asia,18-29,8-2017,F,F,2.132,0.71,1
Uzbekistan,uzb,Central Asia,18-29,8-2017,S,M,2.132,0.71,2
Uzbekistan,uzb,Central Asia,18-29,8-2017,S,F,2.132,0.71,1
Uzbekistan,uzb,Central Asia,18-29,7-2015,S,M,2.187,0.698,1
Uzbekistan,uzb,Central Asia,18-29,7-2015,S,F,2.187,0.698,1
Uzbekistan,uzb,Central Asia,18-29,12-2018,S,M,2.144,0.71,1
Uzbekistan,uzb,Central Asia,18-29,10-2017,F,M,2.132,0.71,1
Uzbekistan,uzb,Central Asia,18-29,10-2017,F,F,2.132,0.71,1
Uzbekistan,uzb,Central Asia,18-29,10-2017,S,M,2.132,0.71,2
Uzbekistan,uzb,Central Asia,18-29,10-2017,S,F,2.132,0.71,3
Uzbekistan,uzb,Central Asia,18-29,9-2015,F,M,2.187,0.698,1
Uzbekistan,uzb,Central Asia,18-29,9-2015,S,M,2.187,0.698,3
Uzbekistan,uzb,Central Asia,18-29,9-2015,S,F,2.187,0.698,2
Uzbekistan,uzb,Central Asia,18-29,1-2015,S,M,2.187,0.698,1
Uzbekistan,uzb,Central Asia,18-29,3-2017,F,M,2.132,0.71,1
Uzbekistan,uzb,Central Asia,18-29,3-2017,F,F,2.132,0.71,1
Uzbekistan,uzb,Central Asia,18-29,3-2017,S,F,2.132,0.71,1
Uzbekistan,uzb,Central Asia,18-29,3-2016,S,F,2.216,0.703,3
Uzbekistan,uzb,Central Asia,18-29,5-2017,S,M,2.132,0.71,1
Uzbekistan,uzb,Central Asia,0-8,2-2015,F,F,2.187,0.698,2
Uzbekistan,uzb,Central Asia,0-8,4-2016,F,M,2.216,0.703,1
Uzbekistan,uzb,Central Asia,0-8,4-2016,F,F,2.216,0.703,1
Uzbekistan,uzb,Central Asia,0-8,5-2016,F,M,2.216,0.703,1
Uzbekistan,uzb,Central Asia,0-8,10-2015,F,M,2.187,0.698,3
Uzbekistan,uzb,Central Asia,0-8,10-2015,F,F,2.187,0.698,1
Uzbekistan,uzb,Central Asia,0-8,7-2018,F,M,2.144,0.71,1
Uzbekistan,uzb,Central Asia,0-8,7-2018,F,F,2.144,0.71,1
Uzbekistan,uzb,Central Asia,0-8,6-2017,F,M,2.132,0.71,3
Uzbekistan,uzb,Central Asia,0-8,12-2015,F,M,2.187,0.698,2
Uzbekistan,uzb,Central Asia,0-8,7-2017,F,M,2.132,0.71,2
Uzbekistan,uzb,Central Asia,0-8,5-2018,S,M,2.144,0.71,1
Uzbekistan,uzb,Central Asia,0-8,11-2017,F,M,2.132,0.71,1
Uzbekistan,uzb,Central Asia,0-8,11-2017,F,F,2.132,0.71,1
Uzbekistan,uzb,Central Asia,0-8,9-2015,F,M,2.187,0.698,1
Uzbekistan,uzb,Central Asia,0-8,12-2017,F,F,2.132,0.71,1
Uzbekistan,uzb,Central Asia,0-8,8-2015,F,M,2.187,0.698,2
Uzbekistan,uzb,Central Asia,0-8,8-2015,F,F,2.187,0.698,1
Uzbekistan,uzb,Central Asia,0-8,3-2017,F,M,2.132,0.71,5
Uzbekistan,uzb,Central Asia,0-8,3-2017,F,F,2.132,0.71,1
Uzbekistan,uzb,Central Asia,0-8,5-2017,F,F,2.132,0.71,1
Uzbekistan,uzb,Central Asia,0-8,1-2018,S,M,2.144,0.71,1
Uzbekistan,uzb,Central Asia,30-49,10-2015,F,M,2.187,0.698,1
Uzbekistan,uzb,Central Asia,30-49,10-2015,F,F,2.187,0.698,1
Uzbekistan,uzb,Central Asia,30-49,10-2015,S,M,2.187,0.698,1
Uzbekistan,uzb,Central Asia,30-49,10-2015,S,F,2.187,0.698,2
Uzbekistan,uzb,Central Asia,30-49,4-2016,S,M,2.216,0.703,1
Uzbekistan,uzb,Central Asia,30-49,4-2016,S,F,2.216,0.703,1
Uzbekistan,uzb,Central Asia,30-49,5-2016,F,M,2.216,0.703,1
Uzbekistan,uzb,Central Asia,30-49,5-2016,S,M,2.216,0.703,1
Uzbekistan,uzb,Central Asia,30-49,9-2017,S,M,2.132,0.71,1
Uzbekistan,uzb,Central Asia,30-49,9-2017,S,F,2.132,0.71,1
Uzbekistan,uzb,Central Asia,30-49,11-2016,S,M,2.216,0.703,2
